name,calories,proteins,lipids,carbs,fibers,userId,
Carne de rata cu piele gatita,337,19,28,0,0,admin,
Carne de rata fara piele gatita,201,24,11,0,0,admin,
Carne de vaca grasa,277,12,25,0,0,admin,
Carne de vaca slaba,104,20,2,0,0,admin,
Carne de vita gatita,188,30,7,0,0,admin,
Carne de vita tocata gatita 10% grasime,225,27,13,0,0,admin,
Carne de vita tocata Selgros,272,27,17,0,0,admin,
Carne mici amestec vita porc oaie,340,15,30,0,0,admin,
Carne mici light Pegas,133,13,9,0,0,admin,
Carne porc muschi file crud,120,21,3,0,0,admin,
Carne porc muschi file fript,147,26,4,0,0,admin,
Carne tocata de vita (20%) si porc (80%),316,17,26,0,0,admin,
Carne tocata de vita (50%) si porc (50%) ,235,18,18,0,0,admin,
Carne tocata de vita Doly Com,257,17,20,0,0,admin,
Carne tocata porc Martinez,212,17,16,0,0,admin,
Carne tocata pui Fragedo,143,17,8,0,0,admin,
Carne tocata vita 20% Lidl,245,18,19,1,0,admin,
Carne tocata vita Martinez,182,17,12,1,0,admin,
Carne tocata vita-porc 15% grasime Lidl,207,18,15,0,0,admin,
Carne vabrioara de vita cruda,205,28,9,0,0,admin,
Carne vita Aberdeen Angus,200,22,13,0,0,admin,
Carnitina FX Pro Nutrition,211,10,0,43,0,admin,
Carnitina lichida Dymatize,80,0,0,20,0,admin,
Carnitine Liquid Pro Nutrition,34,0,0,9,0,admin,
Carob SanoVita,222,5,1,43,1,admin,
Cartof copt,93,3,0,21,2,admin,
Cartofi (congelati),90,2,0,20,2,admin,
Cartofi congelati albi pentru piure si copt Pizzoli,64,2,0,14,2,admin,
Cartofi congelati cuburi Carrefour,76,2,0,17,0,admin,
Cartofi congelati Golden Wedges McCain,136,3,4,23,0,admin,
Cartofi congelati Horeca,137,5,6,20,0,admin,
Cartofi congelati Mega Image,152,2,5,24,2,admin,
Cartofi copt Harvest Basket,75,2,0,16,2,admin,
Cartofi de iarna,88,2,0,20,2,admin,
Cartofi de vara,77,2,0,18,2,admin,
Cartofi dulci,86,2,0,20,3,admin,
Cartofi dulci copti Yams,116,2,0,28,4,admin,
Cartofi dulci fierti,76,1,0,18,3,admin,
Cartofi fierti,87,2,0,20,2,admin,
Cartofi gratinati congelati Delhaize,116,4,6,12,2,admin,
Cartofi pai congelati pentru cuptor Farm Frites,165,3,5,27,3,admin,
Cartofi prajiti,319,4,17,38,4,admin,
Cartofi prajiti KFC,311,4,16,39,4,admin,
Cartofi prajiti Lay's Sticks,500,8,32,46,5,admin,
Cartofi prajiti McDonalds,323,4,16,41,4,admin,
Cartofi rosii pentru salata si fiert Pizzoli,64,2,0,14,2,admin,
Cartofi sferturi cu coaja congelati McCain,120,3,3,21,3,admin,
Cartofi taranesti KFC,197,3,9,27,4,admin,
Cartofi wedges K-Classic Kaufland,147,3,5,22,3,admin,
Cartofi wedges McDonalds,355,6,18,43,3,admin,
Cartofi wedges original Farm Frites,117,2,3,19,0,admin,
Cartofi weges congelati Farm Frites,115,2,3,20,3,admin,
Cartofiori de covasna Bucataria Domneasca,88,4,1,14,3,admin,
Cas de oaie,280,25,19,2,0,admin,
Cas de vaca,254,24,16,3,0,admin,
Cas din lapte de vaca afumat Camara Noastra,280,23,20,2,0,admin,
Cas proaspat de vaca Angst,254,24,16,3,0,admin,
Cas Solomonescu,270,20,18,7,0,admin,
Casacaval Dalia Penny,497,22,45,1,0,admin,
Casacaval Mooshirchner,359,29,17,10,0,admin,
Cascaval,283,25,19,1,0,admin,
Cascaval 13% Kasehof ,245,32,13,0,0,admin,
Cascaval 16% Linessa,260,29,16,0,0,admin,
Cascaval 45% Emmentaler Lindenhof ,388,31,30,0,0,admin,
Cascaval afumat,353,22,27,2,0,admin,
Cascaval afumat Bluedino ,310,24,23,2,0,admin,
Cascaval afumat Borcea,250,18,14,13,0,admin,
Cascaval afumat Bradet Gordon,316,27,22,1,0,admin,
Cascaval afumat Cora,343,22,27,2,0,admin,
Cascaval afumat Covalact de tara,290,22,22,1,0,admin,
Cascaval afumat Five Continents,301,26,21,2,0,admin,
Cascaval afumat Gusturi Romanesti,314,27,22,2,0,admin,
Cascaval afumat Hanul Boieresc,354,26,26,1,0,admin,
Cascaval afumat Harlau,296,25,20,5,0,admin,
Cascaval afumat Hochland,332,24,26,1,0,admin,
Cascaval afumat LaDorna,316,19,26,1,0,admin,
Cascaval afumat Lidl,259,26,15,0,0,admin,
Cascaval afumat Napolact,349,25,27,2,0,admin,
Cascaval afumat natural Delaco,327,24,26,0,0,admin,
Cascaval afumat portionat Koliba,346,27,27,1,0,admin,
Cascaval afumat Romfulda,300,22,23,1,0,admin,
Cascaval afumat Sofia Delaco,323,24,25,1,0,admin,
Cascaval afumat Vidraru Milli,298,20,22,5,0,admin,
Cascaval Albalact,305,23,23,1,0,admin,
Cascaval Alm Koenig,333,24,26,0,0,admin,
Cascaval Argesel Camy Lact,327,22,23,2,0,admin,
Cascaval Beclean,283,22,21,1,0,admin,
Cascaval Bluedino Lidl,307,26,26,1,0,admin,
Cascaval Bobalna Napolact,305,25,21,0,0,admin,
Cascaval Borcea,329,18,23,13,0,admin,
Cascaval Buledino,310,24,23,2,0,admin,
Cascaval Butterkase Milbona,330,24,26,0,0,admin,
Cascaval capra Alpenmark,373,23,31,0,0,admin,
Cascaval capra Five Continents,330,24,25,2,0,admin,
Cascaval capra Madjarov,300,24,30,1,0,admin,
Cascaval Cedar clasic Hochland,403,25,33,1,0,admin,
Cascaval Ciuc Friss,225,26,13,1,0,admin,
Cascaval clasic din lapte de vaca Napolact,349,25,27,2,0,admin,
Cascaval clasic feliat Auchan,337,28,25,0,0,admin,
Cascaval clasic feliat Josi,329,23,26,1,1,admin,
Cascaval clasic feliat Lacto Food,298,25,22,0,0,admin,
Cascaval clasic Five Continents,320,18,22,13,0,admin,
Cascaval clasic Raraul,305,23,23,1,0,admin,
Cascaval cu busuioc Hochland,297,23,23,1,0,admin,
Cascaval cu chimen,225,31,10,2,0,admin,
Cascaval cu lapte de capra Solomonescu,315,20,23,7,0,admin,
Cascaval cu masline negre Bluedino Lidl,321,22,25,2,0,admin,
Cascaval cu negrilica Mega Image,329,22,25,1,0,admin,
Cascaval cu piper Hochland,297,23,23,1,0,admin,
Cascaval Dalia Bomilact Madaras,360,26,28,3,0,admin,
Cascaval Dalia Carrefour,317,22,25,1,0,admin,
Cascaval Dalia Coliba Ciobanasului,351,20,27,7,0,admin,
Cascaval Dalia de la Covalact De Tara,299,22,23,1,0,admin,
Cascaval Dalia Gusturi Romanesti,320,18,22,13,0,admin,
Cascaval Dalia Ibanesti,322,22,25,1,0,admin,
Cascaval Dalia LaDorna,317,22,25,1,0,admin,
Cascaval Dalia Primalact,233,3,23,4,0,admin,
Cascaval Dalia Raraul,290,23,21,1,0,admin,
Cascaval Dalia Solomonescu,300,20,21,7,0,admin,
Cascaval de bivolita Rustic Eurolact,391,26,27,1,0,admin,
Cascaval de capra Cora,322,18,22,13,0,admin,
Cascaval de capra Rustic Eurolact,275,25,27,2,0,admin,
Cascaval de capra Tine,348,24,28,0,0,admin,
Cascaval de familie Delaco,314,26,23,1,1,admin,
Cascaval de oaie Dalia Five Continents,320,18,22,13,0,admin,
Cascaval de oaie Dobrogea Five Continents,360,20,25,13,0,admin,
Cascaval de sandwich Delaco,327,26,26,1,0,admin,
Cascaval de vaca capra si oaie Formadel,399,22,35,1,1,admin,
Cascaval de vaca Carrefour,283,9,25,6,0,admin,
Cascaval de vaca Cobilita,273,20,21,1,0,admin,
Cascaval de vaca feliat Carrefour,327,23,26,1,0,admin,
Cascaval de vaca Ialomita Five Continents,320,18,22,13,0,admin,
Cascaval de vaca light Carrefour,268,20,16,13,0,admin,
Cascaval de vaca Rucar Five Continents,311,23,23,3,0,admin,
Cascaval Delia Bluedino,344,26,26,1,0,admin,
Cascaval din lapte de capra Monteoru Bluedino,307,23,23,2,0,admin,
Cascaval din lapte de vaca 365,322,22,25,1,0,admin,
Cascaval din lapte de vaca Auchan,327,23,26,1,0,admin,
Cascaval din lapte de vaca Lacto Food,327,23,26,1,0,admin,
Cascaval din lapte de vaca Omur,320,24,25,1,0,admin,
Cascaval Dobrogea,423,29,32,1,0,admin,
Cascaval Dobrogea de oaie Five Continents,360,25,28,2,0,admin,
Cascaval Dobrogea Five Continents,360,20,25,13,1,admin,
Cascaval ecologic LaDorna,317,22,25,1,0,admin,
Cascaval Edam No 1 Carrefour,327,23,26,1,0,admin,
Cascaval Edamer Campus,316,25,24,0,0,admin,
Cascaval edamer felii Jermi,311,26,23,0,0,admin,
Cascaval Edamer Lattaio,316,25,24,0,0,admin,
Cascaval Emmental 365,369,23,28,1,0,admin,
Cascaval Emmental feliat Kaufland,388,31,30,0,0,admin,
Cascaval Emmental Francais Cora,372,28,28,2,0,admin,
Cascaval Emmentaler bio Valmartin,399,29,28,1,0,admin,
Cascaval emmentaler Delaco,355,28,27,0,0,admin,
Cascaval Emmentaler LaDorna,360,27,28,0,0,admin,
Cascaval Emmentaler Milbona Lidl,388,31,30,0,0,admin,
Cascaval Emmentaler ras Milbona,388,31,30,0,0,admin,
Cascaval Emmetaler Goldsteig,383,30,29,2,0,admin,
Cascaval feliat de senvis Delaco,294,25,21,3,0,admin,
Cascaval feliat emmentaler Hochland,344,19,28,4,0,admin,
Cascaval feliat Fina Milner,224,32,10,0,0,admin,
Cascaval feliat Gouda Hochland,356,23,29,0,0,admin,
Cascaval feliat Maasdamer Hochland,344,19,28,4,1,admin,
Cascaval felii Burlander Milram,347,26,27,0,0,admin,
Cascaval felii lightlife Leerdamer,271,30,17,0,0,admin,
Cascaval Fetesti Five Continents,365,20,25,1,0,admin,
Cascaval forma pizza Viotoros,320,8,28,10,0,admin,
Cascaval Galereux,327,27,26,0,0,admin,
Cascaval Galereux Lidl,327,27,26,1,0,admin,
Cascaval gouda afumat Vian,355,23,27,0,0,admin,
Cascaval Gouda feliat Frico,348,23,28,0,0,admin,
Cascaval Gouda Lattaio,353,23,29,0,0,admin,
Cascaval Gouda Lindenhof,356,24,29,0,0,admin,
Cascaval gouda tanara 365,370,23,30,0,0,admin,
Cascaval goudafelii Milbona Lidl ,361,25,29,0,0,admin,
Cascaval grana padano,392,36,26,3,0,admin,
Cascaval grana padano Valbonta,384,33,28,0,0,admin,
Cascaval grill cu condimente mediteraniene Gazi,297,20,24,1,0,admin,
Cascaval Hochland Clasic felii,328,23,26,1,0,admin,
Cascaval Hochland Light,236,18,18,1,0,admin,
Cascaval imperial Bluedino,334,25,26,0,0,admin,
Cascaval K-Clasic,300,24,22,2,0,admin,
Cascaval Kaseaufschnitt,260,29,16,0,11,admin,
Cascaval Leerdammer LightLife,271,30,17,0,0,admin,
Cascaval Leerdammer Original,358,27,28,0,0,admin,
Cascaval light Burlander Milram,260,29,16,0,0,admin,
Cascaval light Leerdaner,273,31,17,0,0,admin,
Cascaval lightlife felii Leerdammer,271,30,17,0,0,admin,
Cascaval low fat Hajdu,315,28,23,2,0,admin,
Cascaval Maasdam Milli,349,25,27,0,0,admin,
Cascaval maturat 15 zile Muller,307,22,23,3,0,admin,
Cascaval maturat 60 zile Muller,320,24,24,2,0,admin,
Cascaval maturat Bluedino,310,24,23,2,0,admin,
Cascaval maturat Valley Spire,404,26,34,0,0,admin,
Cascaval Milram light,260,29,16,0,0,admin,
Cascaval mini Babybel,304,22,24,0,0,admin,
Cascaval Morskam,334,25,26,0,0,admin,
Cascaval Morskam Bluendino,334,25,26,0,0,admin,
Cascaval Napolact Cedra ,340,25,26,2,0,admin,
Cascaval natur Delhaize 365,400,23,30,0,0,admin,
Cascaval natur Hochland,314,24,24,1,0,admin,
Cascaval Neaos mic Delaco,322,22,25,1,0,admin,
Cascaval organic Tesco,420,25,35,0,0,admin,
Cascaval Penteleu Covalact ,263,23,19,0,0,admin,
Cascaval Penteleu Gurdon,298,22,22,0,0,admin,
Cascaval Penteleu Hanul Boieresc,336,23,27,1,1,admin,
Cascaval Penteleu ProdLacta,266,23,19,1,0,admin,
Cascaval Penteleu Unicarm,263,22,19,1,0,admin,
Cascaval Perfecto Dalia Milli,284,20,22,2,0,admin,
Cascaval Perfecto Penteleu Milli,298,20,22,5,0,admin,
Cascaval pizza topping Forma Viotros,300,8,28,10,0,admin,
Cascaval Poiana Florilor,294,23,22,1,0,admin,
Cascaval portionat Koliba,337,25,26,1,0,admin,
Cascaval premium maturat Old Poland,339,26,26,0,0,admin,
Cascaval Primo Prato,299,22,23,1,0,admin,
Cascaval Provoleta,400,23,33,0,0,admin,
Cascaval Ramona Five Continents,300,24,22,2,0,admin,
Cascaval ras cheese mix Milbona Lidl,342,25,26,2,0,admin,
Cascaval ras Emental 365,369,28,28,1,0,admin,
Cascaval ras emmentaler President,360,27,28,0,0,admin,
Cascaval ras gouda Vian,335,23,27,0,0,admin,
Cascaval rotund feliat Bluedino,339,26,26,0,0,admin,
Cascaval Rucar Big Panda,306,24,23,1,0,admin,
Cascaval Rucar Bluedino ,307,24,23,1,0,admin,
Cascaval Rucar Chitriuc,263,25,19,0,0,admin,
Cascaval Rucar Coliba Ciobanasului,302,24,22,2,1,admin,
Cascaval Rucar Comintex,319,21,26,1,0,admin,
Cascaval Rucar Covalact de tara,281,22,21,0,0,admin,
Cascaval Rucar Delaco,327,24,26,0,0,admin,
Cascaval Rucar Dibaciul,319,21,26,1,0,admin,
Cascaval Rucar Gusturi romanesti,322,24,24,0,0,admin,
Cascaval Rucar Lunca Ilvei,283,25,19,1,0,admin,
Cascaval Rucar Penny,317,22,25,1,0,admin,
Cascaval Rucar Premio Unicarm,289,24,21,1,0,admin,
Cascaval Rucar President,306,25,23,1,0,admin,
Cascaval Rucar Real,294,23,20,1,0,admin,
Cascaval Rucar Unicarm,289,24,21,1,0,admin,
Cascaval Rucar Vitoro,313,3,25,4,0,admin,
Cascaval Scamorza Vallelata,288,22,22,1,0,admin,
Cascaval Schardinger Traungold,346,28,26,0,0,admin,
Cascaval semi-gras Bon Area,278,23,20,1,0,admin,
Cascaval semicurado Alipende,412,24,35,0,0,admin,
Cascaval semimaturat Muller,309,23,23,3,0,admin,
Cascaval slab,291,30,19,2,0,admin,
Cascaval Slankie 20+,200,30,11,0,0,admin,
Cascaval Sofia Delaco,311,25,24,0,0,admin,
Cascaval tartinabil Seriously Strong McLelland,301,16,26,2,0,admin,
Cascaval Tierno Dia,401,24,29,1,0,admin,
Cascaval Tilsit Bluedino,334,25,26,0,0,admin,
Cascaval Tine ,351,27,27,0,0,admin,
Cascaval Tip,327,26,25,0,0,admin,
Cascaval vaca Dalia Albalact,272,23,38,1,0,admin,
Cascaval vaca si oaie Dej Napolact,340,25,26,2,0,admin,
Cascaval vegetal cu ardei verde si rosu Viofast,290,2,25,15,0,admin,
Cascaval vegetal Delaco,293,3,20,22,0,admin,
Cascaval vegetal Edam Vian,334,25,26,0,0,admin,
Cascaval vegetal Forma,320,8,28,10,0,admin,
Cascaval Vio,325,24,25,1,0,admin,
Cascaval Vlahita Gordon Prime,331,24,25,3,0,admin,
Cascaval Ziegenkase,362,24,30,0,0,admin,
Cascavar Rucar Cora,267,23,19,0,0,admin,
Casein & Whey Protein chocolate Aptonia,362,77,2,7,0,admin,
Casein & Whey Protein vanilla Aptonia,356,77,2,9,0,admin,
Castane coapte,245,3,2,53,5,admin,
Castane crude fara coaja,97,1,0,24,3,admin,
Castane fierte,211,5,2,40,0,admin,
Castraveti,12,1,0,2,1,admin,
Castraveti acrii Irma,25,2,1,4,0,admin,
Castraveti Cornishon Conservfruct,15,1,0,2,1,admin,
Castraveti cornison murati Bonduelle,28,1,0,5,0,admin,
Castraveti in otet Atifco,11,1,0,2,1,admin,
Castraveti in otet Aushan,25,1,0,5,3,admin,
Castraveti in otet cornichon Bodrum,25,1,0,4,0,admin,
Castraveti in otet Darinne,11,1,0,2,0,admin,
Castraveti in otet Defne,12,1,0,2,1,admin,
Castraveti in otet Dinadi,12,1,0,2,1,admin,
Castraveti in otet Home Garden,19,1,0,4,1,admin,
Castraveti in otet Maxim's,12,1,0,2,1,admin,
Castraveti in Otet Naturelo,12,1,0,2,1,admin,
Castraveti in otet Olympia,40,1,1,7,0,admin,
Castraveti in otet Raureni,29,1,0,6,1,admin,
Castraveti in otet Turan,12,1,0,2,1,admin,
Castraveti intregi 2-5 cm in otet 365,25,1,0,5,3,admin,
Castraveti murati,12,1,0,3,1,admin,
Castraveti murati Aldi R,16,1,0,2,1,admin,
Castraveti murati Chira,23,0,0,5,0,admin,
Castraveti murati Conservfruct,15,1,0,2,1,admin,
Castraveti murati Defne,12,1,0,2,1,admin,
Castraveti murati Freshona,35,1,0,6,0,admin,
Castraveti murati Nora,45,1,1,9,0,admin,
Castraveti murati Winny,25,1,0,6,1,admin,
Catalup deshidratat Sanovita,343,0,0,86,3,admin,
Catina,52,1,3,10,5,admin,
Caviar,274,26,16,5,0,admin,
Cazeina micelara fara aroma My Protein,390,88,2,6,0,admin,
Ceafa afumata Angst,148,15,9,1,0,admin,
Ceafa afumata Campofrio,228,2,17,4,0,admin,
Ceafa afumata Clever,163,16,10,1,0,admin,
Ceafa afumata Cris-Tim,144,16,9,0,0,admin,
Ceafa afumata crud uscata Auchan,308,30,20,2,0,admin,
Ceafa afumata Real,141,15,9,1,0,admin,
Ceafa afumata vid Koket,248,20,18,1,0,admin,
Ceafa crud-uscata afumata Gusturi Romanesti,254,22,18,1,1,admin,
Ceafa crud-uscata Sergiana Poiana Marului,216,19,16,6,1,admin,
Ceafa de porc afumata,308,24,24,0,0,admin,
Ceafa de porc afumata Aldis,210,14,16,0,0,admin,
Ceafa de porc afumata Antipasto Misto Emiliano Lidl,329,26,25,0,0,admin,
Ceafa de porc crud-uscata Fine Life,254,22,18,1,0,admin,
Ceafa de porc cruda,194,20,12,0,0,admin,
Ceafa de porc feliata Auchan,148,15,9,1,0,admin,
Ceafa de porc feliata Masa Boiereasca,195,16,14,1,0,admin,
Ceafa de porc gatita,231,24,14,0,0,admin,
Ceafa de vita,180,20,11,0,0,admin,
Ceafa mini Campofrio,184,17,12,2,0,admin,
Ceafa porc First Price,228,17,18,0,0,admin,
Ceapa,42,1,0,10,1,admin,
Ceapa argintie murata Carrefour,46,1,0,11,1,admin,
Ceapa deshidratata Fruit Orchard,391,9,1,83,46,admin,
Ceapa noua,37,2,0,6,1,admin,
Ceapa rosie,39,1,0,8,1,admin,
Ceapa rosie (congelata),37,1,0,7,1,admin,
Ceapa verde,32,2,0,7,3,admin,
Cedra iaurt cu mere si capsuni Napolact,107,3,5,13,0,admin,
Cell Mass BSN,250,0,0,63,0,admin,
Cerb,123,21,4,1,0,admin,
Cereale 90% fructe uscate Exotic Sanovita,313,6,17,68,1,admin,
Cereale All Bran Kellogg's,323,12,2,81,15,admin,
Cereale Bixies Sanitarium,356,12,1,67,11,admin,
Cereale Cheerios Nestle,375,7,4,79,5,admin,
Cereale Choco Happs K-Classic,394,8,3,82,5,admin,
Cereale cocoa balls Viva,373,6,5,76,3,admin,
Cereale cookie crisp brownie Nestle,386,7,4,78,5,admin,
Cereale cookie crisp Nestle,377,6,3,35,5,admin,
Cereale Cookie Crisp Nestle,375,6,3,80,5,admin,
Cereale Crispy Millet SanoVita,388,8,3,80,4,admin,
Cereale crocante cu ovaz si ciocolata Quaker,475,7,21,61,7,admin,
Cereale cu aroma de fructe Proxi,376,7,1,85,2,admin,
Cereale cu cacao Choco Shells Distins,389,8,3,76,7,admin,
Cereale cu capsuni zmeura si cirese Crownfield,378,12,1,78,4,admin,
Cereale cu ciocolata Brumi,384,7,3,83,5,admin,
Cereale cu ciocolata Cocoa Flakes Cereals Viva,405,8,4,83,4,admin,
Cereale cu ciocolata fara gluten Gerble,372,8,3,79,3,admin,
Cereale cu fructe Fit-Grain Mr. Breakfast,340,6,3,73,5,admin,
Cereale cu fructe muesli Dia,322,9,6,61,4,admin,
Cereale cu fructe Proxi,330,10,4,64,10,admin,
Cereale cu fructe si nuci All Bran Kellogg's,380,8,6,69,9,admin,
Cereale cu germeni de grau pentru dieta Titan,380,9,15,53,0,admin,
Cereale cu glazura de cacao Rollo,487,8,23,61,2,admin,
Cereale cu iaurt Fitness,394,8,6,74,6,admin,
Cereale cu lapte mar si morcov Milupa,438,13,13,68,1,admin,
Cereale cu miere Carrefour,402,5,4,86,3,admin,
Cereale cu miere Goody,374,8,2,78,6,admin,
Cereale cu miere si alune Honey & Nut Flakes K-Classic Kaufland,400,9,7,72,5,admin,
Cereale cu miere Viva Honey Rings,396,6,4,83,4,admin,
Cereale cu migdale si nuci Almonds Nuts Granola Nestle,414,10,10,68,8,admin,
Cereale cu musli si fructe Integral-R Rommac,360,9,7,65,10,admin,
Cereale cu scortisoara Brumi,411,7,8,77,2,admin,
Cereale cu scortisoara Nestle Cini Minis,420,5,10,76,4,admin,
Cereale cu scortisoara Viva Star,459,5,15,75,2,admin,
Cereale cu vanilie Vanilla Cereal Snacks Stilla Natura,469,7,19,66,3,admin,
Cereale de corumb corn flakes bio Delhaize,378,7,1,84,3,admin,
Cereale de grau cu musli Trauben-Nuss,392,11,12,60,10,admin,
Cereale de grau integrale Weetabix,338,12,2,64,10,admin,
Cereale de mei expandat SanoVita,338,12,2,80,2,admin,
Cereale de orez brun Tao-Tao,364,7,1,82,0,admin,
Cereale de ovaz Crispy Barley Sanovita,383,13,2,77,11,admin,
Cereale de porumb Corn Flakes cu cicocolata Nestle,394,6,4,82,4,admin,
Cereale de porumb corn flakes K-Classic Kaufland,385,8,2,82,2,admin,
Cereale de porumb Corn Flakes Nestle,380,7,1,83,4,admin,
Cereale de porumb Winny,387,8,2,86,2,admin,
Cereale din orez Rice Krispies Kellogg's,380,6,1,87,1,admin,
Cereale din tarate de grau cu 7 vitamine si fier Absolut Bran,236,16,2,38,36,admin,
Cereale duo ciocolata Carrefour,397,6,5,81,4,admin,
Cereale exotice Goody Vitelle,371,7,3,76,5,admin,
Cereale expandate Bobita,364,7,0,87,7,admin,
Cereale extrudate sub forma de ineluse cu miere si scortisoara Crispyrings,390,6,5,81,4,admin,
Cereale Fit & Form Viva,384,7,4,70,5,admin,
Cereale Fitness integrale de grau Nestle,367,9,1,76,9,admin,
Cereale fitness Stilla Natural,385,8,1,84,3,admin,
Cereale flakes & fruits strawberry chocolate K-Classic,391,9,5,76,5,admin,
Cereale flakes pure Kaufland Classic,376,13,3,68,15,admin,
Cereale fruits&fibres Auchan,381,10,9,66,9,admin,
Cereale Fruity Muesli Tilo's,321,11,3,64,11,admin,
Cereale Gold Flakes Nestle,396,7,4,82,2,admin,
Cereale granola Tilo's,395,10,10,70,8,admin,
Cereale integrale bogat in fibre Goody Lidl,371,13,3,62,22,admin,
Cereale integrale Cora,396,7,4,84,4,admin,
Cereale integrale cu 30% fructe deshidratate Distins,332,10,4,68,0,admin,
Cereale integrale cu vitamine Carrefour,374,8,2,82,4,admin,
Cereale integrale de grau Nestle,363,8,1,80,5,admin,
Cereale integrale de grau Shreddies Nestle,209,8,3,36,4,admin,
Cereale integrale Diet Dobrogea,346,9,2,71,16,admin,
Cereale integrale Fitness,372,8,1,78,1,admin,
Cereale Kellogg's All Brann Original,250,11,3,75,33,admin,
Cereale Kellogg's All Brann Plus,280,14,4,48,27,admin,
Cereale Kellogg's Special K,374,15,2,75,3,admin,
Cereale mic dejun Lion Nestle,400,9,6,76,6,admin,
Cereale miere si caramel Cora,346,9,2,74,6,admin,
Cereale musli cu fructe Rommac,330,8,4,69,10,admin,
Cereale musli cu fructe Sanovita,402,10,8,71,4,admin,
Cereale musli integrale 30% fructe Carrefour,360,9,7,65,11,admin,
Cereale musli integrale stafide si nuci Lidl,368,11,9,55,11,admin,
Cereale Musli Nuts Sanovita,362,9,12,69,2,admin,
Cereale Musli traditional Nestle,358,11,7,64,8,admin,
Cereale musli tropical Nestle,365,9,7,66,7,admin,
Cereale musli tropical Nestle,381,9,7,66,8,admin,
Cereale Nesquik Duo Nestle,400,8,6,76,5,admin,
Cereale Nestle Chocapic,382,8,3,76,0,admin,
Cereale Nestle Cini Minis,412,5,10,76,4,admin,
Cereale Nestle Fitness Chocolate,398,8,6,75,5,admin,
Cereale Nestle Fitness cu fructe,353,6,2,77,5,admin,
Cereale Nestle Nesquik,386,8,4,76,6,admin,
Cereale noix de coco Dukan,247,10,7,27,28,admin,
Cereale orez si grau integral Delhaize,370,11,2,78,4,admin,
Cereale ovaz Cheerios Nestle,385,11,5,70,9,admin,
Cereale simple Nestle Fitness,369,8,1,78,6,admin,
Cereale tarate ovaz gust caramel Dukan,298,13,8,27,6,admin,
Cereale tropic Goody Morning,376,10,7,64,9,admin,
Cereale vanilie si scortisoara Go Light Rommac,340,8,2,75,7,admin,
Chec,384,6,18,54,0,admin,
Chec cu bucatele de alune de padure crocante Firenze,412,5,20,53,0,admin,
Chec cu gust de lime Firenze,414,5,21,52,0,admin,
Chec cu nuca Tastino,418,7,19,56,0,admin,
Chec Siluette Savurs si Sanatos Cora,344,6,11,55,1,admin,
Cheese mix Kaufland,330,26,25,0,0,admin,
Cheeseburger McDonalds,263,13,11,29,2,admin,
Chef 4 seeds mix: dovleac in susan floarea soarelui Orlando's,547,20,41,19,12,admin,
Chefal,117,19,4,0,0,admin,
Chefir 07% Covalact,34,3,1,4,0,admin,
Chefir 0% Lactonia,27,3,0,4,0,admin,
Chefir 35% Napolact,60,3,4,4,0,admin,
Chefir 3.5% Covalact de tara,60,3,3,4,0,admin,
Chefir Albalact,58,3,3,5,0,admin,
Chefir degresat 0% JLC,32,3,0,5,0,admin,
Cher-Amino Protein Cherry Flavor Twinlab,267,50,0,17,0,admin,
Cherimoya,75,2,1,18,3,admin,
Chicken McNuggets McDonalds,297,16,19,17,0,admin,
Chifla Burger Americana Lidl,316,9,9,49,0,admin,
Chifla burger cu seminte Lidl,314,10,8,47,0,admin,
Chifla burger whole grain Lidl,249,12,5,37,6,admin,
Chifla cu susan KFC,273,8,4,54,1,admin,
Chifla cu susan Mega Image ,273,9,2,55,1,admin,
Chifla de secara BioBio,272,10,2,53,6,admin,
Chifla hamburger cu susan Castello,277,10,4,48,4,admin,
Chifla hamburger Lacestera,303,10,5,54,4,admin,
Chifla hamburger Roberto,285,9,5,51,0,admin,
Chifla mega burger sesame Quick Bury,286,9,6,49,3,admin,
Chifla natur KFC,234,6,2,49,2,admin,
Chifla negra Irma,220,7,1,45,6,admin,
Chifla nemteasca Weltmeister,259,9,4,46,5,admin,
Chifla specialitate catalana Edenia,266,9,2,52,0,admin,
Chifle cu faina integrala Panemar,262,10,1,54,0,admin,
Chifle Hofer,254,10,2,48,4,admin,
Chifle multicereale Delipain,263,9,3,46,7,admin,
Chiftele carne porc Dulano Lidl,295,14,22,10,0,admin,
Chiftele cu piept de pui Mega Image,175,18,9,5,0,admin,
Chiftele de porc Mega Image,272,25,18,3,1,admin,
Chiftele din carne de curcan si pui Lidl,239,14,15,2,1,admin,
Chiftele peste Lidl,135,10,1,21,0,admin,
Chiftele preparate Selgros,259,16,17,9,0,admin,
Chiftelute de legume Carrefour,159,3,5,22,0,admin,
Chiftelute Ikea Kötbullar,235,14,20,7,0,admin,
Chili con carne Delhaize,110,7,2,16,4,admin,
Chili con carne Viva OMV,121,7,5,11,4,admin,
Chili pudra,314,12,17,55,34,admin,
Chimen seminte,333,20,15,50,38,admin,
Chio Chips cascaval,538,6,35,48,4,admin,
Chips cartofi,536,7,36,54,4,admin,
Chips Chio Barbeque,530,6,35,48,4,admin,
Chips copt cu Paprika Lay's,415,6,10,74,5,admin,
Chips cu aroma de pui la cuptor cu lamaie si cimbru Lay's Sensations,490,8,30,46,5,admin,
Chips cu branza Cheese Chio,553,6,35,16,0,admin,
Chips cu cascaval Pringles,514,4,33,51,3,admin,
